4-LETTER WORDS,5-LETTER WORDS,6-LETTER WORDS,7-LETTER WORDS,8-LETTER WORDS
fort n.堡垒；要塞；（美）边界贸易站,minus adj.减的；负的,retort n.顶嘴；曲颈瓶,excerpt vt.摘录,
fort vt.设要塞保卫,nurse vt.护理；照顾,retort vi.回嘴,excerpt vi.引用,
fort vi.构筑要塞,nurse vt.培养；给…喂奶,retort vt.反击,eyebrow n.眉毛,
gate n.大门；门道；出入口,nurse vi.护理；喂奶；当保姆,rocket n.火箭,eyebrow v.为…描眉；用皱眉蹙额迫使,
gate vt.给…装大门,nurse n.护士；保姆,rocket vt.用火箭运载,feather n.羽毛,
gene n.遗传因子,paint vt.油漆；绘画；装饰,rocket vi.迅速增加；飞快地移动,feather vt.用羽毛装饰,
germ n.萌芽；细菌,paint vt.描绘；涂色于,savage n.粗鲁的人；未开化的人；残暴成性的人,feather vi.长羽毛,
germ vi.萌芽,paint vt.擦脂粉等；文字等）描写,savage adj.野蛮的；残酷的,finding n.发现；裁决；发现物,
gold n.黄金；金色；金币,paint vi.油漆；描绘,savage adj.狂怒的；荒凉的,finding v.找到；遇到；感到（find的ing形式）,
gold adj.金制的；金色的,paint vi.绘画；化妆,savage vt.乱咬；粗暴的对待,fireman n.锅炉工；消防队员；救火队员,
gown n.礼服；睡袍,paint n.油漆；涂料；装饰,script n.脚本；手迹；书写用的字母,formula n.准则；配方；婴儿食品,
gown n.法衣；长外衣,patch n.眼罩；斑点,script vt.把…改编为剧本,funeral n.葬礼；麻烦事,
gown vt.使穿睡衣,patch n.碎片；小块土地,script vi.写电影脚本,funeral adj.出殡的,
gram n.克；鹰嘴豆（用作饲料）,patch vi.打补丁,season n.时期；季节；赛季,furnace n.熔炉,
hall n.走廊；会堂；食堂,patch vt.修补；解决；掩饰,season vt.使适应；给…调味,garbage n.垃圾；废物,
hawk n.鹰；鹰派成员；掠夺他人的人,pedal n.踏板；脚蹬子,season vi.变干燥；变得成熟,garment n.服装；外观,
hawk vi.清嗓；咳嗽；像鹰一般地袭击,pedal vi.骑车；踩踏板,shadow n.阴影；影子；幽灵,garment vt.给…穿衣服,
hawk vt.捕捉；咳出；沿街叫卖,pedal vt.骑（自行车）；踩……的踏板,shadow adj.影子内阁的,genetic adj.遗传的；基因的；起源的,
heel n.踵；脚后跟,pedal adj.脚的；脚踏的,shadow vt.遮蔽；尾随,geology n.地质学；地质情况,
heel vt.倾侧,place n.地方；住所；座位,shadow vt.预示；使朦胧,glacier n.冰川,
heel vi.倾侧,place vt.放置；任命；寄予,shadow vi.渐变；变阴暗,glamour n.魔力；迷人的美,
heir n.后嗣；嗣子；继承人,place vi.名列前茅；取得名次,silver n.银；银器；银币,glamour vt.迷住,
hell n.地狱；训斥,plate n.碟；金属板,silver adj.银的；含银的；口才流利的,graphic adj.形象的；图表的；绘画似的,
hell n.黑暗势力；究竟（作加强语气词）,plate n.金属牌；感光底片,silver vt.镀银；使有银色光泽,gravity n.庄严；严重性；地心引力,
hell vi.飞驰；过放荡生活,plate vt.电镀；给…装甲,silver vi.变成银色,habitat n.产地,
hell int.该死；见鬼（表示惊奇、烦恼、厌恶、恼怒、失望等）,quake vi.震动；颤抖,sneeze n.喷嚏,handful n.少数；一把；棘手事,
horn n.角；号角,quake n.地震；颤抖,sneeze vi.打喷嚏,heading n.标题；信头；（足球）头球,
horn vt.装角于,queue n.队列；长队；辫子,social n.联谊会；联欢会,heading v.用头顶（head的ing形式）,
hose n.软管；长筒袜；男性穿的紧身裤,queue vt.使…排队；将…梳成辫子,social adj.社交的；群居的,hearing n.听力；听讯,
hose vt.痛打；用软管浇水,queue vi.排队；排队等候,speedy adj.快的；迅速的；敏捷的,hearing v.听见（hear的ing形式）,
isle n.岛,radio n.收音机；无线电广播设备,sprout n.芽；萌芽；苗芽,heroine n.女主角；女英雄；女杰出人物,
isle vt.使成为岛屿,radio vt.用无线电发送,sprout vt.使发芽；使萌芽,highway n.大路；捷径,
isle vi.住在岛屿上,radio vi.用无线电进行通信,sprout vi.发芽；长芽,hormone n.荷尔蒙,
item n.项目；一则；一件商品（或物品）,reach n.范围；延伸,stereo n.铅版；立体声,housing n.房屋；外壳；遮盖物,
item adj.同上,reach n.河段；横风行驶,stereo n.立体照片；立体声系统,hygiene n.卫生；卫生学；保健法,
item v.记下；逐条列出,reach vi.达到；延伸,stereo adj.立体的；立体声的；立体感觉的,inertia n.惯性；迟钝；不活动,
junk n.废物；舢板,reach vi.传开；伸出手,stroll n.漫步；闲逛；巡回演出,jewelry n.珠宝；珠宝类,
jury n.陪审团；评判委员会,reach vt.达到；影响,stroll vt.散步；闲逛,journal n.杂志；日记；分类账,
jury adj.应急的,reach vt.抵达；伸出,stroll vi.散步；闲逛；巡回演出,lantern n.灯笼；提灯；灯笼式天窗,
kite n.风筝,relay n.驿马；继电器；接替人员,tailor n.裁缝,laundry n.洗熨；洗衣房,
kite vi.轻快地移动；使用空头支票；像风筝一样飞,relay vt.转播；使接替；分程传递,tailor vt.剪裁；使合适,laundry n.要洗的衣服；洗好的衣服,
kite vt.骗钱；涂改（支票）,relay vi.转播；接替,tailor vi.做裁缝,leaflet n.小叶；传单,
knee n.膝,roast n.烤肉；烘烤,thirst n.渴望；口渴；热望,leather n.皮革；皮革制品,
knee vt.用膝盖碰,roast adj.烘烤的；烤过的,thirst vi.渴望；口渴,leather vt.抽打；用皮革包盖,
knob n.瘤；把手；球形突出物,roast vt.焙；烘烤；暴露于某种热力下以得温暖,thrust n.刺；推力,leather adj.皮的；皮革制的,
knob vi.鼓起,roast vi.烤；烘,thrust vt.插；插入；推挤,leisure n.闲暇；空闲；安逸,
knob vt.使有球形突出物,round n.圆；循环,thrust vi.插入；用向某人刺去；猛然或用力推,leisure adj.空闲的；有闲的；业余的,
lace n.花边；鞋带,round n.一回合；圆形物,travel n.旅行；游历；漫游,lottery n.彩票；难算计的事；抽彩给奖法,
lace n.饰带；少量烈酒,round prep.附近；绕过,travel vt.经过；在…旅行,luggage n.行李；皮箱,
lace vt.结带子；饰以花边,round prep.大约；在…周围,travel vi.旅行；行进,majesty n.威严；王权,
lace vi.系带子,round adj.圆的；完全的,travel vi.步行；交往,majesty n.雄伟；权威,
lady n.夫人；小姐；妻子,round adj.大概的；肥胖的,trifle n.琐事；蛋糕；少量,mankind n.人类；男性,
lamb n.小羊；羔羊肉,round vt.完成；围捕,trifle vt.浪费；虚度,mercury n.水星,
lamb vt.产羔羊,round vt.绕行；弄圆,trifle vi.闲混；嘲弄；开玩笑,mineral n.矿物；无机物,
lamb vi.产羔羊,round adv.挨个；在周围,triple n.三倍数；三个一组,mineral n.（英）矿泉水；苏打水（常用复数表示）,
lamp n.灯；照射器,round adv.迂回地；朝反方向,triple adj.三倍的；三方的,mineral adj.矿物的；矿质的,
lamp vt.照亮,round vi.进展；变圆,triple vt.使成三倍,missile n.导弹；投射物,
lamp vi.发亮,round vi.环行；发胖,triple vi.增至三倍,missile adj.导弹的；可投掷的；用以发射导弹的,
lawn n.草地；草坪,royal n.王室；王室成员,upward adj.向上的；上升的,monarch n.帝王；最高统治者,
leaf n.叶子；扇页；（书籍等的）一张,royal adj.皇家的；盛大的；女王的,upward adv.向上,monster n.怪物；巨兽；残忍的人,
leaf vi.生叶；翻书页,scent n.气味；嗅觉,waiter n.侍者,monster adj.庞大的,
leaf vt.匆匆翻阅,scent n.痕迹；察觉能力,wholly adv.全部；统统；完全地,network n.网络；广播网；网状物,
lens n.镜头；晶状体；隐形眼镜,scent vt.闻到；发觉,wrench n.扳钳；扭伤；痛苦,neutron n.中子,
lens vt.给……摄影,scent vt.循着遗臭追踪；使充满…的气味,wrench vt.扭伤；猛扭,nucleus n.核心；原子核,
limb n.臂；分支；枝干,scent vi.有…的迹象；发出…的气味；嗅着气味追赶,wrench vt.曲解；折磨,nuclear adj.中心的；原子能的,
limb vt.切断…的手足；从…上截下树枝,scout n.侦察；侦察员；侦察机,wrench vi.扭伤；猛扭；猛绞,nuclear adj.细胞核的；原子核的,
loaf n.块；游荡；一条面包,scout vt.侦察；监视；发现,yearly n.年刊；年鉴,numeral n.数字,
loaf vt.游荡；游手好闲；虚度光阴,scout vi.侦察；巡视；嘲笑,yearly adj.每年的,numeral adj.数字的；表示数字的,
loaf vi.游荡；游手好闲；虚度光阴,scrap n.碎片；打架,yearly adv.每年；一年一次,obesity n.肥胖,
loop vi.打环；翻筋斗,scrap n.少量；残余物,zigzag n.之字形；Z字形,orchard n.果园；果树林,
loop n.环；圈,scrap vt.废弃；拆毁；使解体,zigzag vt.使成之字形；使曲折行进,organic adj.有机的；组织的,
loop n.翻筋斗；弯曲部分,scrap adj.废弃的；零碎的,zigzag vi.曲折行进；作之字形行进,organic adj.器官的；根本的,
loop vt.使成环；以环连结；使翻筋斗,scrap vi.吵架,zigzag adj.曲折的；锯齿形的；之字形的,pastime n.消遣,
lord n.主；上帝,screw n.螺旋；螺丝钉；吝啬鬼,zigzag adv.曲折地；之字形地；Z字形地,pasture n.草地；牧场；牧草,
lord int.天啊,screw vt.拧；压榨；强迫,accent n.口音；重音；强调,pasture vt.放牧；吃草,
lord vt.使成贵族,screw vi.拧,accent vt.强调；重读；带…口音讲话,peasant n.农民；乡下人,
lord vi.称王称霸,shade n.树荫；阴影；阴凉处,adverb n.副词,physics n.物理学；物理现象,
lump n.瘤；块状；肿块,shade n.遮阳物；少量、些微,adverb adj.副词的,pilgrim n.朝圣者；漫游者；（美）最初的移民,
lump vt.忍耐；混在一起,shade n.细微的差别；（照片等的）明暗度,artery n.动脉；干道；主流,pilgrim vi.漫游；去朝圣,
lump vt.使成块状；笨重地移动,shade vt.掩盖；使阴暗；使渐变,author n.作者；作家；创始人,plumber n.水管工；堵漏人员,
lump vi.结块,shade vi.（颜色、色彩等）渐变,author vt.创作出版,postage n.邮费,
lump adj.成团的；总共的,skate n.溜冰；冰鞋,ballet n.芭蕾舞剧；芭蕾舞乐曲,postman n.邮差；邮递员,
lump adv.很；非常,skate vi.滑冰；滑过,banner n.横幅图片的广告模式,poultry n.家禽,
lung n.肺；呼吸器,skirt n.裙子,banner n.标语,pretext n.借口；托辞,
maid n.女仆；少女,skirt vt.回避；位于…边缘,barber n.理发师,pretext vt.以…为借口,
maid vt.侍候；做新娘的女傧相,skirt vi.绕开；环绕,barber vt.修整；为…理发,program n.程序；计划；大纲,
maid vi.当女仆,sleep n.睡眠,barber vi.当理发师,program vt.用程序指令；为…制订计划；为…安排节目,
mate n.大副；配偶,sleep vi.睡觉,barrel n.桶；炮管,program vi.编程序；安排节目；设计电脑程式,
mate n.同事；配对物,slope n.斜坡；倾斜,barrel vt.把……装入桶内,pronoun n.代词,
mate vt.结伴；使配对；使一致,slope n.斜率；扛枪姿势,barrel vi.快速移动,prophet n.先知；预言者；提倡者,
mate vi.交配；成配偶；紧密配合,slope vt.扛；倾斜；使倾斜,behalf n.代表；利益,pyramid n.金字塔；角锥体,
memo n.备忘录,slope vi.倾斜；逃走,blouse n.女装衬衫；宽松的上衣,pyramid vt.使…渐增；使…上涨；使…成金字塔状,
moss n.苔藓；泥沼,snake n.蛇；阴险的人,blouse vt.使…宽松下垂,pyramid vi.渐增；上涨；成金字塔状,
moss vt.使长满苔藓,snake vt.迂回前进；拉（木材等）,blouse vi.宽松下垂,railway n.轨道；铁道部门；（英）铁路,
navy n.海军,snake vi.迂回前进,botany n.植物学；地区植物总称,railway vi.乘火车旅行,
neck n.脖子；衣领；海峡,sniff vt.嗅；闻,brandy n.白兰地酒,rainbow n.彩虹；幻想；五彩缤纷的排列,
neck vi.变狭窄；搂著脖子亲吻,sniff vt.发觉；用力吸,breast n.胸部；胸怀；心情,rainbow adj.彩虹状的；五彩缤纷的,
neck vt.使变细；与…搂著脖子亲吻,sniff vi.嗅；嗤之以鼻,breast vt.以胸对着；与…搏斗,rainbow vt.使呈彩虹状；如彩虹般装饰,
nest n.窝；温床；安乐窝,sniff n.闻；气味；吸气声,breeze n.微风；煤屑；焦炭渣,rainbow vi.呈彩虹状,
nest vt.筑巢；嵌套,solar n.日光浴室,breeze vi.逃走；吹微风,reality n.现实；实际；真实,
nest vi.筑巢；找鸟巢,solar adj.太阳的；日光的,bucket n.水桶；铲斗；一桶的量,reptile n.爬行动物；卑鄙的人,
odor n.气味；名声,solar adj.利用太阳光的；与太阳相关的,bucket v.倾盆而下；颠簸着行进,reptile adj.卑鄙的；爬虫类的,
oven n.灶；烤箱,speed n.速率；快速；繁荣,buffet n.打击；自助餐,rubbish n.废物；废话,
pail n.提桶,speed vt.使繁荣；加快…的速度,buffet n.小卖部；猛烈冲击,rubbish adj.毫无价值的,
palm n.手掌；棕榈树；掌状物,speed vi.加速；兴隆；迅速前行,buffet adj.自助的；自助餐的,sausage n.香肠；腊肠；装香肠的碎肉,
palm vt.将…藏于掌中,spell n.符咒；魅力；一段时间,buffet vi.斗争；奋勇前进,selfish adj.自私的；利己主义的,
pear n.梨树；梨子,spell vi.拼字；轮替,buffet vt.与…搏斗；连续猛击,seminar n.研讨班,
pine n.松树；菠萝,spell vt.拼写；招致；拼成,bullet n.子弹；豆子；只选某党全部候选人的投票,setback n.挫折；退步；逆流,
pine adj.松木的；似松的,stack n.堆；堆叠,bullet vi.射出；迅速行进,shutter n.快门；遮板,
pine vt.哀悼；为…悲哀,stack vt.使堆叠；把…堆积起来,bundle n.束；捆,shutter n.百叶窗；关闭物,
pine vi.痛苦；憔悴,stack vi.堆叠,bundle vt.捆,shutter vt.为…装百叶窗；以百叶窗遮闭,
pint n.品脱；一品脱的量；一品脱牛奶或啤酒,steam n.蒸汽；精力,bundle vi.匆忙离开,slipper n.拖鞋,
poet n.诗人,steam adj.蒸汽的,butter n.黄油；奶油；奉承话,slipper vt.用拖鞋打,
poem n.诗,steam vt.散发；用蒸汽处理,butter vt.讨好；涂黄油于,society n.社会；交往,
pond n.池塘,steam vi.冒水汽,button n.按钮；纽扣,society n.社团；社交界,
pond vt.筑成池塘,sting n.刺痛；刺激；刺毛,button vt.扣住；扣紧；在…上装纽扣,speaker n.演讲者；扬声器,
pond vi.筑成池塘,sting vt.刺；驱使,button vi.扣住；装有纽扣；扣上纽扣,speaker n.说话者；说某种语言的人,
pork n.猪肉,sting vt.使…苦恼；使…疼痛,camera n.照相机；摄影机,stadium n.体育场；露天大型运动场,
pork vt.与女子性交,sting vi.刺痛；被刺痛；感到剧痛,campus n.大学生活；（大学）校园；校园内的草地,steward n.管家；乘务员,
port n.口岸；左舷,super n.特大号；临时雇员,candle n.蜡烛；烛光；烛形物,steward n.膳务员；工会管事,
port n.舱门；（计算机的）端口,super adj.特级的；极好的,candle vt.对着光检查,steward vi.当管事；当服务员,
port vt.左转舵；持（枪）,surge n.汹涌；波涛,cannon n.大炮；加农炮,steward vt.管理,
